name,rarity,faceConvertedManaCost,colors,originalType,printings,uuid
"Aurelia, the Law Above",rare,,"R, W",Legendary Creature — Angel,"MKM, PMKM",bbe6811b-657b-528e-9ce3-89f405559829
"Etrata, Deadly Fugitive",mythic,,"B, U",Legendary Creature — Vampire Assassin,"MKM, PMKM",c1a9c58d-e493-5a95-a054-81f228f14621
"Ezrim, Agency Chief",rare,,"U, W",Legendary Creature — Archon Detective,"MKM, PMKM",2ea1917d-a6b9-59c4-800a-bbcafd90b80b
"Izoni, Center of the Web",rare,,"B, G",Legendary Creature — Elf Detective,"MKM, PMKM",717dc943-8cb6-523b-a053-eb03c4f06e31
"Judith, Carnage Connoisseur",rare,,"B, R",Legendary Creature — Human Shaman,"MKM, PMKM",fd5d80f2-adb3-51fd-8fc6-a3452a72a5eb
"Kellan, Inquisitive Prodigy // Tail the Suspect",rare,4.0,"U, G",Legendary Creature — Human Faerie Detective,"MKM, PMKM",259cdf6a-1ecc-5ad6-8f5b-8d2415f4013d
"Kylox, Visionary Inventor",rare,,"R, U",Legendary Creature — Viashino Artificer,"MKM, PMKM",d7b8c510-8842-51ac-9424-765bbb0a594a
"Lazav, Wearer of Faces",rare,,"B, U",Legendary Creature — Shapeshifter Detective,"MKM, PMKM",d077b955-0bff-5433-b0c7-4cc2246df89a
"Niv-Mizzet, Guildpact",rare,,"B, G, R, U, W",Legendary Creature — Dragon Avatar,"MKM, PMKM",e28826b3-0981-593b-910e-06a0f3261a74
"Rakdos, Patron of Chaos",mythic,,"B, R",Legendary Creature — Demon,"MKM, PMKM",21c4a58c-3ccf-513c-ac66-9bee91af52e4
"Teysa, Opulent Oligarch",rare,,"B, W",Legendary Creature — Human Advisor,"MKM, PMKM",3eeffce7-92ea-5be8-af06-33de173d486b
"Tolsimir, Midnight's Light",rare,,"G, W",Legendary Creature — Elf Scout,"MKM, PMKM",f9d0029e-f3df-50e7-ad05-c5bd1fad56e8
"Trostani, Three Whispers",mythic,,"G, W",Legendary Creature — Dryad,"MKM, PMKM",ba9c7a26-5a7b-5126-90c7-debe02aa687c
"Vannifar, Evolved Enigma",mythic,,"G, U",Legendary Creature — Elf Ooze Wizard,"MKM, PMKM",9dab7895-e300-59b7-b6bc-b2bb1418e47b
"Yarus, Roar of the Old Gods",rare,,"G, R",Legendary Creature — Centaur Druid,"MKM, PMKM",a62100e7-0bd7-52fb-929a-d2912a0411d8
"Melek, Reforged Researcher",mythic,,"R, U",Legendary Creature — Weird Detective,MKM,7c8de30e-0bae-56f2-bf2c-fc1bc1bf7cb7
"Tomik, Wielder of Law",mythic,,"B, W",Legendary Creature — Human Advisor,MKM,a4cd2e06-df57-5bf5-9e53-5a36272b53a5
"Voja, Jaws of the Conclave",mythic,,"G, R, W",Legendary Creature — Wolf,MKM,2b58868e-0dab-5a3e-9218-d94cbfbc4f2d
"Oona, Queen of the Fae",rare,,"B, U",Legendary Creature — Faerie Wizard,"MMA, SHM, SLD, V11, WOC, ZNC",9c517825-19f5-5962-92b6-5b1213415022
"Bright-Palm, Soul Awakener",mythic,,"G, R, W",Legendary Creature — Fox Shaman,MOC,cfd9a673-ac65-58b1-ba4c-53d42669e281
"Brimaz, Blight of Oreskos",mythic,,"B, W",Legendary Creature — Phyrexian Cat,MOC,c28df233-339c-5f23-a1b7-ee05eed45192
"Gimbal, Gremlin Prodigy",mythic,,"G, R, U",Legendary Creature — Gremlin Artificer,MOC,cd816ce4-d8ce-5c40-b26a-90d1b4994530
"Kasla, the Broken Halo",mythic,,"R, U, W",Legendary Creature — Angel Ally,MOC,abe02d1e-f17c-5fbd-8e66-a91094e854ee
Sidar Jabari of Zhalfir,mythic,,"B, U, W",Legendary Creature — Human Knight,MOC,6e616264-ee06-5cd3-9480-1bb93331e6e9
Elenda and Azor,mythic,,"B, U, W",Legendary Creature — Vampire Knight Sphinx,MOC,e3c27bad-c695-54d8-88c6-49767f789091
Moira and Teshar,mythic,,"B, W",Legendary Creature — Phyrexian Spirit Bird,MOC,d8caa464-eb96-56ff-84e3-dd3521ad873c
Rashmi and Ragavan,mythic,,"G, R, U",Legendary Creature — Elf Monkey,MOC,a76037f2-6170-55db-af4f-a9258f413c7a
Saint Traft and Rem Karolus,mythic,,"R, U, W",Legendary Creature — Spirit Human,MOC,c61d65ba-4e74-5e11-b285-34a0259d0653
Shalai and Hallar,mythic,,"G, R, W",Legendary Creature — Angel Elf,MOC,fd36161f-e1c8-5c22-87ef-7b90694c72a7
"Adeline, Resplendent Cathar",rare,,W,Legendary Creature — Human Knight,"DBL, MID, MOC, PMID",2c70d437-cde7-5764-8253-ed5bf99d596f
Goro-Goro and Satoru,mythic,,"B, R, U",Legendary Creature — Goblin Human,MOC,a24bd0d0-0bca-5970-b12b-6587f7745561
Katilda and Lier,mythic,,"G, U, W",Legendary Creature — Human,MOC,d6ba7d47-c905-51f9-8dfa-89b38b431566
Slimefoot and Squee,mythic,,"B, G, R",Legendary Creature — Fungus Goblin,MOC,26e68b95-39a1-5d9d-a444-e998e93cdd1f
Elesh Norn // The Argent Etchings,mythic,4.0,W,Legendary Creature — Phyrexian Praetor,"MOM, PMOM",cd624224-94be-5a95-8e48-704e79f20a93
"Invasion of Segovia // Caetus, Sea Tyrant of Segovia",rare,0.0,U,Legendary Creature — Serpent,"MOM, PMOM",ef32858d-de8a-551e-bb10-d6192d08575a
Jin-Gitaxias // The Great Synthesis,mythic,5.0,U,Legendary Creature — Phyrexian Praetor,"MOM, PMOM",22cadebf-e1f3-5dd2-81e9-1d03df5ba19c
"Rona, Herald of Invasion // Rona, Tolarian Obliterator",rare,2.0,U,Legendary Creature — Human Wizard,"MOM, PMOM",1a77ddbe-cad0-5218-aaa4-aef1fffd80f0
"Ayara, Widow of the Realm // Ayara, Furnace Queen",rare,3.0,B,Legendary Creature — Elf Noble,"MOM, PMOM",2a3b4d0a-e5cf-5393-89e0-1ba98f03a416
"Invasion of Fiora // Marchesa, Resolute Monarch",rare,0.0,B,Legendary Creature — Human Noble,"MOM, PMOM",2eeb81d4-1282-5f31-9dff-76d8ebe172fb
Invasion of Ulgrotha // Grandmother Ravi Sengir,uncommon,0.0,B,Legendary Creature — Human Wizard,MOM,8d6f011b-0bd6-599e-a9dc-07a16dc43efd
Sheoldred // The True Scriptures,mythic,5.0,B,Legendary Creature — Phyrexian Praetor,"MOM, PMOM",a08e899a-7d8a-5ee1-932d-e880bcf8ee51
"Etali, Primal Conqueror // Etali, Primal Sickness",rare,7.0,R,Legendary Creature — Elder Dinosaur,"MOM, PMOM",1bc06916-8692-57f2-a049-5363d143baa6
Urabrask // The Great Work,mythic,4.0,R,Legendary Creature — Phyrexian Praetor,"MOM, PMOM",a660e82b-e1fa-52f1-8139-0832830ceb9b
"Invasion of Ikoria // Zilortha, Apex of Ikoria",rare,0.0,G,Legendary Creature — Dinosaur,"MOM, PMOM",1f8a8202-28ff-5337-ba0c-c06acec25162
"Polukranos Reborn // Polukranos, Engine of Ruin",rare,3.0,G,Legendary Creature — Hydra,"MOM, PMOM",b30f5f2b-979b-529e-9491-ebf7901a8f4e
Vorinclex // The Grand Evolution,mythic,5.0,G,Legendary Creature — Phyrexian Praetor,"MOM, PMOM",7bd0a200-ca22-525a-9ffb-8f23a28efca0
Baral and Kari Zev,rare,,"R, U",Legendary Creature — Human,"MOM, PMOM",bb6bd117-b187-5639-ac7b-9e0a1dd0e7c4
Borborygmos and Fblthp,mythic,,"G, R, U",Legendary Creature — Cyclops Homunculus,"MOM, PMOM",4ecf9f14-5822-5de8-a2dd-5da5402e547b
Djeru and Hazoret,rare,,"R, W",Legendary Creature — Human God,"MOM, PMOM",500fe84b-f90d-5866-8f58-6548bfc23e45
Drana and Linvala,rare,,"B, W",Legendary Creature — Vampire Angel,"MOM, PMOM",ec98507f-48c7-53e0-ad56-3402563ea371
Errant and Giada,rare,,"U, W",Legendary Creature — Human Angel,"MOM, PMOM",ece93143-6cae-5066-ae97-56ec212fcbf5
Ghalta and Mavren,rare,,"G, W",Legendary Creature — Dinosaur Vampire,"MOM, PMOM",454df7bf-2a50-5d57-9c8a-edefb554ce55
"Glissa, Herald of Predation",rare,,"B, G",Legendary Creature — Phyrexian Zombie Elf,"MOM, PMOM",0afd0974-f8bd-5cbe-af35-86e4f4558a64
Hidetsugu and Kairi,rare,,"B, U",Legendary Creature — Ogre Demon Dragon,"MOM, PMOM",41f6ad11-2d47-523a-a78d-5bdabfaed957
Inga and Esika,rare,,"G, U",Legendary Creature — Human God,"MOM, PMOM",a325d9e9-2b5f-5ada-837a-414caf84e043
Kogla and Yidaro,rare,,"G, R",Legendary Creature — Ape Dinosaur Turtle,"MOM, PMOM",e1785f10-6812-5f68-99d2-ce60ae10286c
Kroxa and Kunoros,mythic,,"B, R, W",Legendary Creature — Elder Giant Dog,"MOM, PMOM",b4857586-a288-541e-bd82-29cfea585fa3
"Omnath, Locus of All",rare,,"B, G, R, U, W",Legendary Creature — Phyrexian Elemental,"MOM, PMOM",77ff02da-e3e9-5df5-a342-994ac785cfad
"Quintorius, Loremaster",rare,,"R, W",Legendary Creature — Elephant Cleric,"MOM, PMOM",49a2714f-4c62-5c60-a99a-f245f9efb453
Rankle and Torbran,rare,,"B, R",Legendary Creature — Faerie Dwarf,"MOM, PMOM",cbf79129-a0ca-5613-bedd-19c28e6e2c12
Thalia and The Gitrog Monster,mythic,,"B, G, W",Legendary Creature — Human Frog Horror,"MOM, PMOM, SCH",4f94928f-8d22-576e-b3f4-3acb832625f0
Yargle and Multani,rare,,"B, G",Legendary Creature — Frog Spirit Elemental,"MOM, PMOM",0e09aa03-a6fd-5580-a847-6c0888678c67
Zimone and Dina,mythic,,"B, G, U",Legendary Creature — Human Dryad,"MOM, PMOM",6c7a5c13-35aa-50dc-8632-cd94f35715b3
Zurgo and Ojutai,mythic,,"R, U, W",Legendary Creature — Orc Dragon,"MOM, PMOM",beaca6ee-7b13-5ada-8cf1-b11413c4cb14
"Orthion, Hero of Lavabrink",rare,,R,Legendary Creature — Human Soldier,MOM,99116a05-b192-5d55-8658-27563600e1f1
Surrak and Goreclaw,rare,,G,Legendary Creature — Human Bear,MOM,fd194602-2332-50e9-83d2-ad3babab115d
"Anhelo, the Painter",mythic,,"B, R, U",Legendary Creature — Vampire Assassin,NCC,df367fed-45ac-5937-8750-ded1ea86b4cc
"Henzie ""Toolbox"" Torre",mythic,,"B, G, R",Legendary Creature — Devil Rogue,NCC,a142f874-3439-5fa0-aea3-5587391a557b
"Kamiz, Obscura Oculus",mythic,,"B, U, W",Legendary Creature — Cephalid Rogue,NCC,1f01221a-2f4c-506f-8019-35919ba494cf
"Kitt Kanto, Mayhem Diva",mythic,,"G, R, W",Legendary Creature — Cat Bard Druid,"NCC, PLST",123e39e7-2a91-59ad-bc01-0a15a7dc4286
"Perrie, the Pulverizer",mythic,,"G, U, W",Legendary Creature — Rhino Soldier,NCC,ed8bab93-0ed9-5a5b-90f3-9896ffa05b90
The Beamtown Bullies,mythic,,"B, G, R",Legendary Creature — Ogre Devil Warrior,NCC,8d8f3861-97a2-50d1-89f8-a6325f2c28ec
"Kros, Defense Contractor",mythic,,"G, U, W",Legendary Creature — Cat Advisor,NCC,86b2856a-d1dc-5e1c-99db-6f6c15cac431
"Parnesse, the Subtle Brush",mythic,,"B, R, U",Legendary Creature — Vampire Wizard,NCC,4e50655c-e714-50dc-b1cf-8d99e5a571c8
"Phabine, Boss's Confidant",mythic,,"G, R, W",Legendary Creature — Cat Advisor,"NCC, PLST",3e22d9df-ae01-5eae-bc0b-843412a54fa1
"Tivit, Seller of Secrets",mythic,,"B, U, W",Legendary Creature — Sphinx Rogue,"NCC, PRM",7dc188c7-9a17-5d1b-adac-d653176de573
"Mari, the Killing Quill",rare,,B,Legendary Creature — Vampire Assassin,"NCC, OTC",9d4ccf99-fc28-5101-b1a5-fd0f75942b65
"Vazi, Keen Negotiator",rare,,"B, G, R",Legendary Creature — Human Advisor,NCC,0e9cb2b5-ed2d-5195-b3ce-3daa83d81c55
"Bess, Soul Nourisher",rare,,"G, W",Legendary Creature — Human Citizen,"NCC, PNCC",55759f3f-070d-5587-83d9-b6da995c8477
"Denry Klin, Editor in Chief",rare,,"U, W",Legendary Creature — Cat Advisor,"NCC, PNCC",abe11e5d-8668-57e1-8b1d-4b6a77bce878
"Jolene, the Plunder Queen",rare,,"G, R",Legendary Creature — Human Warrior,"NCC, PNCC",486867cf-8f8b-507e-839c-c1a4a6893dda
"Oskar, Rubbish Reclaimer",rare,,"B, U",Legendary Creature — Human Wizard,"NCC, PNCC",e5f6d004-aa69-5f28-9d5c-e2067fa10550
"Syrix, Carrier of the Flame",rare,,"B, R",Legendary Creature — Phoenix,"NCC, PNCC",e59432f9-123b-5041-9548-7d06ae14784e
"Zurzoth, Chaos Rider",rare,,R,Legendary Creature — Devil,"JMP, NCC",c1c92c34-8f38-5747-b88b-7ce6f76b3612
"Roalesk, Apex Hybrid",mythic,,"G, U",Legendary Creature — Human Mutant,"NCC, PWAR, WAR",ffdacb18-6224-5e9d-b66a-69f660534ac1
"Chishiro, the Shattered Blade",mythic,,"G, R",Legendary Creature — Snake Samurai,"NEC, PRM",86197779-7ffc-5195-9ccd-8e84f24fa991
"Kotori, Pilot Prodigy",mythic,,"U, W",Legendary Creature — Moonfolk Pilot,"NEC, PRM",8d570882-6812-52c4-a7c5-4d3d83735248
"Kaima, the Fractured Calm",mythic,,"G, R",Legendary Creature — Spirit,NEC,dce1c48e-c246-5a6d-89af-ed0a0c55bc86
"Katsumasa, the Animator",rare,,U,Legendary Creature — Moonfolk Artificer,NEC,11587693-8dbb-5ee4-8c80-8228e21d64ff
"Kosei, Penitent Warlord",rare,,G,Legendary Creature — Ogre Samurai,NEC,a8829d4a-2743-57f3-8aed-e1fc5d7c84cc
Myojin of Blooming Dawn,rare,,W,Legendary Creature — Spirit,"NEC, PRM",a2bf5495-14c1-5e59-9287-2e9371776502
"Yoshimaru, Ever Faithful",mythic,,W,Legendary Creature — Dog,"NEC, PRM, SLD",173e6228-dfc7-5f5f-b0d1-7786cd94bc83
Myojin of Cryptic Dreams,rare,,U,Legendary Creature — Spirit,NEC,0a94d7ef-1586-5d83-a079-665a3217b2e2
Myojin of Grim Betrayal,rare,,B,Legendary Creature — Spirit,NEC,8d2bbe61-2252-5434-b2aa-1de90bbb2975
Myojin of Roaring Blades,rare,,R,Legendary Creature — Spirit,"NEC, PRM",bd609828-a6e4-598b-9b7f-781f9794d4c6
Myojin of Towering Might,rare,,G,Legendary Creature — Spirit,"NEC, PRM",ad8e7b68-6f8b-5eb0-8e8d-ff4cabe27d9c
"Kalitas, Traitor of Ghet",mythic,,B,Legendary Creature — Vampire Warrior,"EA1, OGW, PLST, POGW, SLD",968d91e6-eae1-5dd3-8fda-8d57d9c0d6d8
"Mina and Denn, Wildborn",rare,,"G, R",Legendary Creature — Elf Ally,"OGW, PLST, POGW, SLD, ZNC",1c8c07db-4ce5-5831-b9a6-934b1916bc6c
"Ixhel, Scion of Atraxa",mythic,,"B, G, W",Legendary Creature — Phyrexian Angel,ONC,c8f4600c-3840-5d10-8082-8a96adbd6efa
"Neyali, Suns' Vanguard",mythic,,"R, W",Legendary Creature — Human Rebel,ONC,d54b823e-0321-584e-a43e-0bdf5b97c51d
"Otharri, Suns' Glory",mythic,,"R, W",Legendary Creature — Phoenix,ONC,f0a194ba-e85b-5fbb-848e-adbad562f894
"Vishgraz, the Doomhive",mythic,,"B, G, W",Legendary Creature — Phyrexian Insect,ONC,5e319f32-b65a-543f-aef7-252e59d4a0d9
"Chiss-Goria, Forge Tyrant",mythic,,R,Legendary Creature — Dragon,ONC,780be3d6-0c9c-5dfe-a333-1f9790295dc9
"Elesh Norn, Mother of Machines",mythic,,W,Legendary Creature — Phyrexian Praetor,"ONE, PONE",0da82b07-e6e4-5679-a50b-fe268459bd0e
"Kemba, Kha Enduring",rare,,W,Legendary Creature — Cat Cleric,"ONE, PONE",2b4c0cce-eda8-5db9-9677-20914c4701b9
"Mondrak, Glory Dominus",mythic,,W,Legendary Creature — Phyrexian Horror,"ONE, PONE",9082dc4a-b3d5-599d-80e5-0fd052d19e71
"Tekuthal, Inquiry Dominus",mythic,,U,Legendary Creature — Phyrexian Horror,"ONE, PONE",35b1c00c-1e44-518d-bf58-0b1b20e12050
"Drivnod, Carnage Dominus",mythic,,B,Legendary Creature — Phyrexian Horror,"ONE, PONE",6ccea8a0-86e3-5c3d-9d52-a5008f718720
"Geth, Thane of Contracts",rare,,B,Legendary Creature — Phyrexian Zombie,"ONE, PONE",004caf6d-019f-5213-9300-f2029a5c86e1
"Karumonix, the Rat King",rare,,B,Legendary Creature — Phyrexian Rat,"ONE, PONE",d5a9a880-dd05-5b87-b4c9-8845b9b91fbb
"Vraan, Executioner Thane",rare,,B,Legendary Creature — Phyrexian Vampire,"ONE, PONE",3e3cdcaa-0187-5836-bb38-2f1f0662b3e7
"Slobad, Iron Goblin",rare,,R,Legendary Creature — Phyrexian Goblin Artificer,"ONE, PONE",a4e03a81-6b89-5555-b5a9-c660b99253a1
"Solphim, Mayhem Dominus",mythic,,R,Legendary Creature — Phyrexian Horror,"ONE, PONE",59bfd687-78f5-55fb-b26c-95c65e5a7f01
"Thrun, Breaker of Silence",rare,,G,Legendary Creature — Troll Shaman,"ONE, PONE",78f2b9c7-c869-554a-8457-f488cffd041e
"Zopandrel, Hunger Dominus",mythic,,G,Legendary Creature — Phyrexian Horror,"ONE, PONE",f73401c0-2d8e-5113-8226-736006970735
"Atraxa, Grand Unifier",mythic,,"B, G, U, W",Legendary Creature — Phyrexian Angel,"ONE, PONE",00110d45-bc2b-58af-936c-7eb69899ec7e
"Ezuri, Stalker of Spheres",rare,,"G, U",Legendary Creature — Phyrexian Elf Warrior,"ONE, PONE",b5d0a4cd-aa06-5e4a-9960-a0fea2ec2ddf
Glissa Sunslayer,rare,,"B, G",Legendary Creature — Phyrexian Zombie Elf,"ONE, PONE",91040ff4-32d2-5207-8941-158734ba7991
"Jor Kadeen, First Goldwarden",rare,,"R, W",Legendary Creature — Human Rebel,"ONE, PONE",9a26a488-ea97-561b-a6f9-29f3d5165a12
"Kethek, Crucible Goliath",rare,,"B, R",Legendary Creature — Phyrexian Beast,"ONE, PONE",1484ffdc-bdf6-53b6-8852-81947ed34ed1
"Malcator, Purity Overseer",rare,,"U, W",Legendary Creature — Phyrexian Elephant Wizard,"ONE, PONE",c497e727-e54c-5522-aa0d-eff604a510cd
"Melira, the Living Cure",rare,,"G, W",Legendary Creature — Human Scout,"ONE, PONE",1e5e358e-534d-5e18-9e5b-b37df31133ab
"Migloz, Maze Crusher",rare,,"G, R",Legendary Creature — Phyrexian Beast,"ONE, PONE",b72c847f-81f7-508f-bdd8-8580cdd589af
"Ovika, Enigma Goliath",rare,,"R, U",Legendary Creature — Phyrexian Nightmare,"ONE, PONE",e7d0e9e1-1a1e-58fe-a989-2a20982ff527
"Ria Ivor, Bane of Bladehold",rare,,"B, W",Legendary Creature — Phyrexian Knight,"ONE, PONE",6f8151d0-1016-5d0c-9ef1-c7ed0d327c99
"Venser, Corpse Puppet",rare,,"B, U",Legendary Creature — Phyrexian Zombie Wizard,"ONE, PONE",6453e540-883a-5efb-82f3-da93fd7ae064
Kinzu of the Bleak Coven,rare,,B,Legendary Creature — Phyrexian Vampire,ONE,b1d76fc1-3fe7-5c52-9922-2d8afe783e24
"Rhuk, Hexgold Nabber",rare,,R,Legendary Creature — Goblin Rebel,ONE,6b8f9233-8f78-5016-88f0-334a08100653
"Kytheon, Hero of Akros // Gideon, Battle-Forged",mythic,1.0,W,Legendary Creature — Human Soldier,"ORI, PLST, PORI, PS15, V17",afb65926-e03d-53dc-ba00-2370bfe260a1
"Jace, Vryn's Prodigy // Jace, Telepath Unbound",mythic,2.0,U,Legendary Creature — Human Wizard,"ORI, PLST, PORI, PS15, V17",d3c62c41-549f-50f1-bc7c-7613df49367c
"Liliana, Heretical Healer // Liliana, Defiant Necromancer",mythic,3.0,B,Legendary Creature — Human Cleric,"CC2, ORI, PLST, PORI, PS15, V17",63ea84ce-bca0-5eb0-861d-b82e2aaf92de
"Chandra, Fire of Kaladesh // Chandra, Roaring Flame",mythic,3.0,R,Legendary Creature — Human Shaman,"ORI, PLST, PORI, PS15, V17",86f3ab5a-ab07-57c5-9388-f04eabdfdaf1
"Nissa, Vastwood Seer // Nissa, Sage Animist",mythic,3.0,G,Legendary Creature — Elf Scout,"ORI, PLST, PORI, PS15, V17",cc3b7e29-d14d-59dc-92ea-33f825d407cc
"Kamber, the Plunderer",rare,,B,Legendary Creature — Vampire Rogue,"OTC, PRM, VOC",2da968b9-fe65-561c-92da-bd3d762b6786
Massacre Girl,rare,,B,Legendary Creature — Human Assassin,"OTC, PWAR, RVR, SLD, WAR",3baf3775-cdbf-5925-bcea-9c63c843c8d2
"Nashi, Moon Sage's Scion",mythic,,B,Legendary Creature — Rat Ninja,"NEO, OTC, PLST, PNEO, PRM, SLC",10eabcbe-641b-5487-b754-7e65f1b627a7
"Laurine, the Diversion",rare,,R,Legendary Creature — Human Rogue,"OTC, VOC",6bbaf488-32d2-5ec4-89f9-9fe3f9479ea2
"Kaza, Roil Chaser",rare,,"R, U",Legendary Creature — Human Wizard,"OTC, PRM, PZNR, ZNR",20f997b5-9f7e-531b-9c4e-79a6e16236f1
"Fortune, Loyal Steed",rare,,W,Legendary Creature — Beast Mount,"OTJ, POTJ",d462cafd-04a2-5c14-aeb5-544af545425e
"Fblthp, Lost on the Range",rare,,U,Legendary Creature — Homunculus,"OTJ, POTJ",75c7b05a-b151-576a-93a9-58af72d42fb1
"Geralf, the Fleshwright",mythic,,U,Legendary Creature — Human Warlock,"OTJ, POTJ",53a66eef-e857-53da-b23c-93a9926f8a9e
"Gisa, the Hellraiser",mythic,,B,Legendary Creature — Human Warlock,"OTJ, POTJ",da46f56f-f4a8-58de-8a30-f6bd1de92add
"Kaervek, the Punisher",rare,,B,Legendary Creature — Human Warlock,"OTJ, POTJ",dd1288f4-e995-5448-b1c2-6ce723204fb3
"Tinybones, the Pickpocket",mythic,,B,Legendary Creature — Skeleton Rogue,"OTJ, POTJ",d9ddb794-3cb2-5a53-97d2-20375d1c607d
"Vadmir, New Blood",rare,,B,Legendary Creature — Vampire Rogue,"OTJ, POTJ",a992f77b-6dbf-5d0d-a328-87491eb2318b
"Calamity, Galloping Inferno",rare,,R,Legendary Creature — Horse Mount,"OTJ, POTJ",b0975e45-5440-59ea-bb91-0e655e67b973
"Magda, the Hoardmaster",rare,,R,Legendary Creature — Dwarf Berserker,"OTJ, POTJ",62c7bde6-8890-5a3d-ba91-71a3376b6a3b
"Bristly Bill, Spine Sower",mythic,,G,Legendary Creature — Plant Druid,"OTJ, POTJ",07c179ee-cccc-5809-a585-ec77cfced29a
Akul the Unrepentant,rare,,"B, R",Legendary Creature — Scorpion Dragon Rogue,"OTJ, POTJ",2a1e3689-8b05-5fda-8d3a-64e5c51f7267
"Annie Flash, the Veteran",mythic,,"G, R, W",Legendary Creature — Human Rogue,"OTJ, POTJ",63c69341-9c62-550f-994e-8ec0ab0c0c46
Baron Bertram Graywater,uncommon,,"B, W",Legendary Creature — Vampire Noble,OTJ,bc227a25-bed3-574d-b50f-862b0a396830
"Bonny Pall, Clearcutter",rare,,"G, U",Legendary Creature — Giant Scout,"OTJ, POTJ",414229fc-4402-5f91-b6aa-4bbc2d43cf68
"Breeches, the Blastmaker",rare,,"R, U",Legendary Creature — Goblin Pirate,"OTJ, POTJ",3b568273-ccce-57b3-b080-4966a1884063
"Bruse Tarl, Roving Rancher",rare,,"R, W",Legendary Creature — Human Warrior,"OTJ, POTJ",42586fcf-de1a-5e18-aeea-f04c5c83f8c1
"Doc Aurlock, Grizzled Genius",uncommon,,"G, U",Legendary Creature — Bear Druid,OTJ,1a832995-af20-54e2-a5a6-232da74b1fdb
"Eriette, the Beguiler",rare,,"B, U, W",Legendary Creature — Human Warlock,"OTJ, POTJ",e65d431e-8163-5977-852a-fb22ed6e59d8
"Ertha Jo, Frontier Mentor",uncommon,,"R, W",Legendary Creature — Kor Advisor,OTJ,c10612eb-65e3-5e31-aa3d-ab9353787d55
"Ghired, Mirror of the Wilds",mythic,,"G, R, W",Legendary Creature — Human Shaman,"OTJ, POTJ",7801e062-e505-5840-bf11-84555d5d8879
"The Gitrog, Ravenous Ride",mythic,,"B, G",Legendary Creature — Frog Horror Mount,"OTJ, POTJ",77b1a414-68da-5ff7-a7ec-fe26d2ffd979
Honest Rutstein,uncommon,,"B, G",Legendary Creature — Human Warlock,OTJ,505b089d-cd9c-5392-a4eb-cc7c3b8a3202
"Jem Lightfoote, Sky Explorer",uncommon,,"U, W",Legendary Creature — Human Scout,OTJ,03a6d69c-0a5c-5421-9458-8e03348e0b35
"Jolene, Plundering Pugilist",uncommon,,"G, R",Legendary Creature — Human Mercenary,OTJ,161475f1-44d1-5321-aeea-fcd7fce6dceb
"Kambal, Profiteering Mayor",rare,,"B, W",Legendary Creature — Human Advisor,"OTJ, POTJ",b3b8a077-0d38-59e7-a1ca-b3d1fa9256a1
"Kellan, the Kid",mythic,,"G, U, W",Legendary Creature — Human Faerie Rogue,"OTJ, POTJ",83d76712-309f-532d-bbd6-d92a3b0870d4
"Kraum, Violent Cacophony",uncommon,,"R, U",Legendary Creature — Zombie Horror,OTJ,c47f19d2-13ed-52ec-8140-ca3db5ce6c70
Laughing Jasper Flint,rare,,"B, R",Legendary Creature — Lizard Rogue,"OTJ, POTJ",7d3a9a2d-ce43-5846-a922-4fc69d2a5c43
"Lazav, Familiar Stranger",uncommon,,"B, U",Legendary Creature — Shapeshifter,OTJ,53743464-3b9a-5286-9c1b-d9e5a93cd875
"Lilah, Undefeated Slickshot",rare,,"R, U",Legendary Creature — Human Rogue,"OTJ, POTJ",4516f6eb-d3da-597e-bb9c-948406e53c56
"Malcolm, the Eyes",rare,,"R, U",Legendary Creature — Siren Pirate,"OTJ, POTJ",d6788c4f-63fa-5749-aace-bd5cb8f4a60e
"Marchesa, Dealer of Death",rare,,"B, R, U",Legendary Creature — Human Rogue,"OTJ, POTJ",d3dadd18-1576-5f7f-8b1e-d263e56b1f6b
"Miriam, Herd Whisperer",uncommon,,"G, W",Legendary Creature — Human Druid,OTJ,55cf8d51-fc20-5731-adfb-05cf55748e82
"Obeka, Splitter of Seconds",rare,,"B, R, U",Legendary Creature — Ogre Warlock,"OTJ, POTJ",e98d734c-0e80-5486-b91f-fea9b0c0e47c
"Rakdos, the Muscle",mythic,,"B, R",Legendary Creature — Demon Mercenary,"OTJ, POTJ",2d69fb61-7549-5cde-8cce-c2b3e05d70d2
Riku of Many Paths,rare,,"G, R, U",Legendary Creature — Human Wizard,"OTJ, POTJ",901775e5-e3cf-524c-93d8-0ec0550876fa
"Roxanne, Starfall Savant",rare,,"G, R",Legendary Creature — Cat Druid,"OTJ, POTJ",44052fb9-2122-547b-bab9-dfe6c33ed965
"Satoru, the Infiltrator",rare,,"B, U",Legendary Creature — Human Ninja Rogue,"OTJ, POTJ",f4b24a37-9628-5c04-9bad-94862992ef90
"Selvala, Eager Trailblazer",mythic,,"G, W",Legendary Creature — Elf Scout,"OTJ, POTJ",f193c0f0-b9d8-5ab1-bd1a-953085e099dd
"Taii Wakeen, Perfect Shot",rare,,"R, W",Legendary Creature — Human Mercenary,"OTJ, POTJ",5581b583-952c-5d2f-b68f-e58bbd279980
"Vial Smasher, Gleeful Grenadier",uncommon,,"B, R",Legendary Creature — Goblin Mercenary,OTJ,ac80a80a-0f02-5e49-9c23-644f5a87f5f7
"Vraska, the Silencer",mythic,,"B, G",Legendary Creature — Gorgon Assassin,"OTJ, POTJ",9f774fd5-aef8-5f4b-b9cb-f4bb280864ae
